customer,product,timestamp,rating,comment
"Richard Bennett","Apple II","2022-11-23 19:24:59",3,""
"Richard Bennett","Commodore 64","2022-06-21 10:43:19",5,""
"Robert Levy","Commodore 64","2022-08-12 08:30:06",1,""
"Robert Levy","Amiga","2022-07-09 19:15:20",4,""
"Walter Wilson","Apple II","2022-12-10 14:19:43",5,""
"Michael Baker","Amiga","2022-12-29 04:29:18",4,"Leader determine degree truth. End simple house minute."
"Sarah Cook","Commodore 64","2022-08-15 15:03:18",5,""
"Sandra Swanson","PC-6000","2022-04-14 12:32:05",3,""
"Nathaniel Shaffer","Commodore 64","2022-04-23 21:35:27",3,""
"Michael Howard","ZX Spectrum","2022-04-26 02:45:56",4,"Early throw behind ago among across son where. Effort baby anything season simply. Meeting nothing usually head fine how foreign."
"Michael Howard","Amiga","2022-07-16 13:17:39",5,"Popular drop medical very message forget seem baby. Clear ask realize poor task. National work air us Republican future."
"Matthew Lester","RS128","2022-07-05 17:47:24",4,""
"Julie Cherry","ZX Spectrum","2022-03-28 15:37:18",5,"Economic despite identify find field. Never yourself whose sign sit. Dinner someone positive their truth. Coach believe investment camera."
"Mr. Robert Anderson Jr.","Sinclair QL","2022-07-23 08:11:08",3,""
"Jeanette Lewis","BBC Micro","2022-06-24 21:38:12",5,""
"Keith Brown","BBC Micro","2022-03-25 05:55:19",2,""
"Keith Brown","Commodore 64","2022-07-12 09:27:19",1,""
"Mark Sanchez","Commodore 64","2022-09-04 23:21:53",5,"Agreement college finally give enough site ago. Audience pick actually site president meet. Else through executive phone."
"Michelle Kennedy","Commodore 64","2022-01-01 23:06:24",5,"Surface rate rest must. Develop around glass while example several."
"Amanda Myers","Commodore 64","2022-11-01 00:01:56",4,"Anything event politics customer success certain message throw. Movie hit always industry out. Husband both hundred hospital purpose do hotel."
"Michael Patel","Apple II Plus","2022-10-08 14:41:15",5,"Hour past book collection money during. Establish where speech suffer firm myself improve. Game much education animal not order."
"Karen Rivera","Apple II","2022-03-12 11:22:01",4,""
"Ronald Young MD","Apple II","2022-12-23 08:42:20",5,""
"Heather Ryan","Amiga","2022-06-02 09:51:23",4,"Difficult Mrs interesting after up scientist. Such people ahead community soon care. Bank group summer trade easy admit."
"Dalton Stevens","ZX Spectrum","2022-01-18 05:07:12",4,""
"Derrick Camacho","Apple II","2022-04-04 12:40:07",5,""
"Leon Torres","Commodore 64","2022-04-29 08:44:01",5,"Name laugh kid take. Decade produce unit everybody."
"Leon Torres","Oric Telestrat","2022-12-22 00:28:29",5,"That century organization employee either high. Civil power hotel Democrat your million everything firm. Fast leader she worry investment. Never nature young air approach amount clear."
"Anne Powers","Compucolor II","2022-06-18 13:13:22",4,""
"Anne Powers","Aquarius","2022-12-16 03:39:17",5,""
"Richard Terrell","ZX Spectrum","2022-07-11 04:08:00",5,""
"Madeline Jones","Apple II","2022-11-12 02:08:39",1,"Simple beautiful three cold development foreign color recent. Consider event discover particular north call."
"Madeline Jones","Amiga","2022-09-06 13:11:33",2,"Participant will truth help turn address feel. Listen against issue shoulder whom. Sense without education environment spend."
"Christopher Lopez","Commodore 64","2022-12-23 23:15:05",4,""
"Christopher Lopez","ZX Spectrum","2022-02-04 15:47:13",4,""
"Christopher Lopez","Lynx","2022-11-26 01:27:06",5,""
"Lauren Flores","Commodore 64","2022-05-31 13:11:48",4,"Every deal however return music about. Thank describe material near majority rule."
"Fernando Rodriguez","Apple II","2022-09-17 19:09:51",5,"Toward collection put measure. Why political scientist happen."
"Fernando Rodriguez","Amiga","2022-10-18 07:07:08",4,""
"Elizabeth Fox","Commodore 64","2022-04-07 11:15:48",2,""
"Isabel Martin","ZX Spectrum","2022-11-08 11:01:25",5,""
"Louis Green","Apple II","2022-12-28 10:11:10",5,"Wind trouble light series later test. Into everyone town current measure eight. Her yard help reach bar."
"Louis Green","ABC 80","2022-01-30 00:52:43",4,"Field bag human. Project threat south shoulder station per large TV."
"Louis Green","ZX Spectrum","2022-03-07 20:42:32",1,"Left opportunity economy region spring remain. Couple sit power election."
"Sarah Carson","Amiga","2022-10-05 20:06:42",5,""
"Kevin Robbins Jr.","MAX Machine","2022-10-13 11:48:59",5,""
"Kevin Robbins Jr.","Amiga","2022-03-29 13:56:11",4,"Floor possible material process."
"Michael Bailey","Commodore 64","2022-09-08 10:08:42",5,""
"Patricia Crawford","BBC Micro","2022-05-04 17:08:08",5,""
"Patricia Crawford","Commodore 64","2022-02-22 21:18:46",5,""
"Patricia Crawford","Amiga","2022-05-04 08:45:20",5,""
"Robert Herrera","Commodore 64","2022-06-03 11:45:53",4,"Away tough nation turn pressure matter executive force. Result live determine get mouth girl maybe."
"Christie Freeman","Amiga","2022-10-29 11:27:22",5,""
"Mark Solomon","Commodore 64","2022-09-25 22:42:35",5,""
"Mark Solomon","ZX Spectrum","2022-11-28 14:59:06",5,""
"Mark Solomon","Amiga","2022-08-01 20:45:18",4,""
"Cathy Mcdonald","Commodore 64","2022-12-25 17:18:51",5,""
"Brittney Liu","Apple II","2022-04-23 10:35:21",5,"Election heart environmental police travel change. Contain culture bit discussion them really. Return back operation image trial event."
"Tammy Morgan","Commodore 64","2022-08-07 15:42:44",5,""
"Tammy Morgan","ZX Spectrum","2022-06-02 12:47:18",4,""
"Jacob Braun","Apple II","2022-11-12 08:31:59",5,"Thousand that person bank drive case. Worker fire through son. Present apply condition next."
"Jacob Braun","Amiga","2022-12-12 04:24:55",5,""
"Todd Solis","ZX Spectrum","2022-06-02 20:47:29",3,"Development listen anything go different economy."
"Tara Schroeder","ZX Spectrum","2022-06-22 09:50:35",2,"Set rule place lead probably staff. Environment citizen energy sister describe. Father task every step. Return physical the raise safe."
"Kayla Kent","Commodore 64","2022-04-23 04:26:34",3,"Skin room practice after table must. Box specific bank wrong."
"Kayla Kent","Amiga","2022-04-08 20:40:54",5,""
"Rachel Arnold","Amiga","2022-08-23 13:38:09",5,""
"Angela Hammond","Commodore 64","2022-11-22 11:40:55",5,""
"Vanessa Brown","Amiga","2022-08-21 19:16:20",1,"Rich at member early where. Movement pressure watch study matter."
"Joshua Casey","MZ","2022-12-11 21:11:49",5,""
"Joshua Casey","Commodore 64","2022-01-08 09:37:13",5,"Recent miss allow economic anything full develop. Raise there during the military chair."
"Madison Carson","Commodore 64","2022-09-07 23:56:14",5,""
"James King","BBC Micro","2022-06-08 02:54:59",5,""
"Claire Hudson","Amiga","2022-10-21 17:17:45",1,""
"Shannon Moran","Commodore 64","2022-04-30 13:35:15",5,"Agree arm teach cover everyone. With finally charge kitchen. From at set."
"Meghan Howell","Amiga","2022-04-21 03:12:49",3,"Subject people offer order foot whose."
"Dr. Larry Tate","Commodore 64","2022-06-27 19:32:49",5,""
"Dr. Larry Tate","ZX Spectrum","2022-06-13 11:21:50",5,"Left ever send green prepare vote series idea. Certainly politics room. Government political may body room consider response."
"Dr. Larry Tate","Sord M5","2022-10-21 23:16:55",4,""
"Renee Scott","Commodore 64","2022-11-10 13:51:28",5,"Vote daughter affect meeting. Response gas social fire after. Leg side here meeting. Chance hundred evening leg would support myself."
"Molly Myers","Commodore 64","2022-12-27 10:21:18",5,""
"Erica Owens","Commodore 64","2022-01-24 17:06:42",4,"Common tend rise process wind off together interesting."
"Mrs. Christine Yates PhD","Amiga","2022-10-20 02:41:30",5,"Century change occur suffer growth. Example serious important. Far want especially these try leave law son."
"Vincent Vasquez","Commodore 64","2022-08-20 18:48:07",4,"Stage interesting reality her everybody prepare employee machine."
"Amber Sanchez","Atari 600XL","2022-12-22 04:37:55",5,""
"Amber Sanchez","Amiga","2022-06-03 07:12:08",5,""
"Kevin Jones","BBC Micro","2022-11-18 09:35:15",3,""
"Thomas Rojas","Commodore 64","2022-07-08 22:48:29",4,"Suggest traditional threat mean color rest record."
"Samantha Morgan","Apple II","2022-08-14 06:22:05",4,""
"Lori Adams","Commodore 64","2022-02-11 04:50:21",5,""
"Lori Adams","Pecom 32","2022-07-10 20:28:44",1,"Some about cell. Course future interest office add."
"Paul Jordan","Poly-1","2022-07-05 02:23:09",5,"Industry art finally major term. Bill nature while floor billion carry four."
"Paul Jordan","Commodore 64","2022-12-21 01:24:57",1,""
"Paul Jordan","Amiga","2022-06-15 19:42:16",5,""
"Kayla Schultz","Commodore 64","2022-12-16 23:04:14",5,"Without quite notice serious believe hair. Investment method cultural recent return choose area. Set lose information Mr specific range right."
"Michelle Ramirez","Amiga","2022-11-10 20:39:52",2,""
"Brandon Parks","Apple II","2022-02-22 21:24:22",5,""
"Melissa Hawkins","Apple II","2022-09-10 03:32:10",5,""
"Janice Guzman","Apple II","2022-01-18 14:34:15",5,""
"Jacqueline Chan","Apple II","2022-03-13 14:19:16",5,""
"Christopher Hughes","Amiga","2022-08-07 10:55:07",4,"Section go box both statement half against. Management when pick crime speech. Research article know relationship right design."
"Amy Daniels","Commodore 64","2022-12-23 18:08:09",1,""
"Amy Daniels","BBC Master","2022-08-27 15:51:31",5,"Enjoy sing detail less collection expect visit. Them gun expert."
"Brittany Mitchell","Commodore 64","2022-06-18 08:21:04",1,"More across lead whole else. Each people dog north fight already strong. Per Republican race leader almost especially teacher. Alone international long ability capital."
"Sophia Keller DDS","Commodore 64","2022-05-29 07:06:31",1,""
"Victoria Clark DDS","Apple IIe","2022-08-23 10:09:08",1,""
"Sarah James DVM","Apple II","2022-06-14 07:54:48",5,"Such thank develop PM sister approach never. Power act sign eye. Center month for can role information."
"Sarah James DVM","Commodore 64","2022-11-13 04:51:17",4,""
"Scott Mcguire","Amiga","2022-04-25 05:04:42",5,""
"Robin Myers","Commodore 64","2022-02-21 19:26:39",1,""
"Ashley Kramer","Commodore 64","2022-12-22 08:32:48",3,""
"Ashley Kramer","IBM PS/1","2022-11-05 18:40:29",4,""
"William Gonzalez MD","ZX Spectrum","2022-08-20 16:06:59",3,""
"Bryan English","Commodore 64","2022-07-01 04:27:15",4,""
"Laurie Hawkins","ZX Spectrum","2022-02-16 10:02:34",5,""
"Joel Salazar","ZX Spectrum","2022-07-08 17:31:18",5,""
"Barbara Price","Commodore 64","2022-02-02 04:14:58",1,"Law country stage scientist course. Billion off wide site. Commercial because hand field."
"Barbara Price","Amiga","2022-08-30 20:39:12",3,""
"Eric Lane","Commodore 64","2022-08-12 19:30:09",1,""
"Eric Lane","Amiga","2022-07-19 03:46:32",5,""
"Victor Scott","Amiga","2022-02-10 06:14:17",5,"Human road teacher. Official size relationship to have. Together no plan."
"James Anderson Jr.","Bally Brain","2022-06-08 17:39:59",4,""
"Amber Cook","CPC 464","2022-01-24 06:49:36",5,""
"Joseph Moss","Commodore 64","2022-11-08 08:30:12",5,"Fight crime Congress such not international. Someone land nearly western staff yourself human."
"Jennifer Hunter","Commodore 64","2022-05-22 08:45:17",2,""
"Jennifer Hunter","ZX Spectrum","2022-03-23 21:54:37",5,""
"Monique Garcia","Commodore 64","2022-05-02 16:22:46",1,""
"Donald Burke","Commodore 64","2022-11-07 19:09:27",5,"Low large clearly blood. Yard form city four partner. Money rate watch education."
"Willie Cohen","Ivel Ultra","2022-05-21 14:39:45",4,""
"Willie Cohen","Amiga","2022-06-25 16:07:19",1,""
"Derrick Nelson","Commodore 64","2022-06-21 13:28:26",5,""
"Linda Snyder","Z1013","2022-08-13 07:37:12",4,""
"Kevin Salazar","Amiga","2022-02-18 21:33:02",4,""
"Makayla Holder","Amiga","2022-11-26 18:47:24",5,""
"Jennifer Lucas","Commodore 64","2022-10-30 06:56:58",5,"Where quickly technology business. Leg example interview. Century party keep fire always machine."
"Jennifer Lucas","Commodore 16","2022-03-20 07:10:54",4,""
"Michael Hartman","ZX Spectrum","2022-11-24 15:35:22",3,""
"Katherine Ray","Comx-35","2022-03-23 21:33:35",2,""
"Lindsay Butler","Amiga","2022-02-14 16:04:14",4,"Young southern walk appear force history. Everything actually cold computer best continue hour. Financial sound stay."
"David Brewer","Commodore 64","2022-07-08 06:07:50",5,""
"Sean Zimmerman","Amiga","2022-11-16 22:40:49",2,""
"Monique Fuller","ZX Spectrum","2022-01-08 14:03:50",4,"Now another environment study back ahead her."
"Lawrence Payne","Apple II","2022-01-07 15:14:16",4,""
"Lawrence Payne","ZX Spectrum","2022-06-05 02:27:47",3,""
"Nicholas Mcmillan","Pecom 32","2022-01-27 15:31:21",4,""
"Sandra Sanford","Alpha","2022-06-19 21:56:17",5,"Operation evidence little high. Chance read general billion government."
"Jacob Armstrong","Commodore 64","2022-09-17 17:39:14",5,"Leg car fast decade everyone. To idea foreign performance before billion."
"Jacob Armstrong","Amiga","2022-07-07 04:35:17",5,""
"Andrew Alvarez","Commodore 64","2022-05-31 07:12:10",1,""
"Emma Anderson","Commodore 64","2022-12-01 11:47:17",4,""
"Laura Hall","BBC Micro","2022-09-02 14:42:40",1,""
"William Roberts","Commodore 64","2022-04-03 16:55:55",4,"Modern wonder say. Huge positive produce receive now would."
"William Roberts","Amiga","2022-03-21 10:53:54",4,""
"Terry Brown","Amiga","2022-10-09 07:35:13",1,""
"Timothy Davis","ZX Spectrum","2022-03-15 16:51:31",4,""
"Linda Williams","Commodore 64","2022-10-22 12:52:15",1,""
"Linda Williams","West PC-800","2022-05-17 03:29:15",5,"Allow nor after now service culture forget. Deep management rich better. Project stuff one artist forward suddenly hotel detail."
"Nicole Brown","Commodore 64","2022-09-30 06:42:27",5,""
"Nicole Brown","Amiga","2022-12-29 23:37:22",5,"Technology employee everybody night pass house act. Mission case leave popular worker. Through not keep write three side suggest."
